,genre,testtrainval
141141,Instrumental,training
141143,Instrumental,training
141144,Instrumental,training
141164,Hip-Hop,training
141166,Hip-Hop,training
141167,Hip-Hop,training
141168,Hip-Hop,training
141173,Rock,training
141179,Pop,training
141180,Pop,training
141181,Pop,training
141182,Pop,training
141264,Experimental,training
141282,Instrumental,training
141283,Instrumental,training
141284,Instrumental,training
141285,Instrumental,training
141286,Instrumental,training
141287,Instrumental,training
141288,Instrumental,training
141289,Instrumental,training
141290,Instrumental,training
141291,Instrumental,training
141292,Instrumental,training
141293,Instrumental,training
141295,Instrumental,training
141296,Instrumental,training
141297,Instrumental,training
141299,Instrumental,training
141300,Instrumental,training
141303,Instrumental,training
141304,Hip-Hop,training
141310,Electronic,training
141375,Hip-Hop,training
141561,Hip-Hop,training
141562,Hip-Hop,training
141564,Hip-Hop,training
141566,Hip-Hop,training
141567,Hip-Hop,training
141568,Hip-Hop,training
141569,Hip-Hop,training
141590,International,training
141591,International,training
141592,International,training
141593,International,training
141594,International,training
141616,Electronic,test
141617,Electronic,test
141618,Electronic,test
141619,Electronic,test
141735,Hip-Hop,validation
141873,Electronic,training
141874,Electronic,training
141875,Electronic,training
141876,Instrumental,training
141877,Rock,test
141878,Rock,test
141894,Rock,training
141901,Pop,training
141902,Pop,training
141903,Pop,training
141972,Experimental,training
142078,Electronic,training
142079,Electronic,training
142080,Electronic,training
142081,Electronic,training
142082,Hip-Hop,training
142083,Hip-Hop,training
142084,Hip-Hop,training
142085,Hip-Hop,training
142086,Hip-Hop,training
142087,Hip-Hop,training
142088,Hip-Hop,training
142089,Hip-Hop,training
142091,Hip-Hop,training
142092,Hip-Hop,training
142093,Hip-Hop,training
142094,Instrumental,validation
142096,Instrumental,validation
142097,Instrumental,validation
142098,Instrumental,validation
142128,Rock,training
142129,Folk,training
142132,Folk,training
142133,Folk,training
142358,Hip-Hop,test
142359,Hip-Hop,test
142360,Hip-Hop,test
142361,Hip-Hop,test
142362,Hip-Hop,test
142381,Instrumental,training
142402,Rock,training
142418,Rock,training
142433,Instrumental,validation
142511,Rock,training
142516,Folk,training
142517,Folk,training
142519,Folk,training
142528,Folk,training
142529,Folk,training
142530,Folk,training
142531,Folk,training
142532,Folk,training
142533,International,test
142534,International,test
142535,International,test
142536,International,test
142537,International,test
142538,International,test
142539,International,test
142549,Pop,training
142550,Pop,training
142551,Pop,training
142552,Pop,training
142553,Pop,training
142563,Rock,validation
142564,International,training
142565,International,training
142566,International,training
142567,International,training
142568,International,training
142569,International,training
142570,International,training
142571,International,training
142572,International,training
142573,International,training
142574,International,training
142575,International,training
142576,International,training
142577,International,training
142579,International,training
142641,Instrumental,validation
142666,Hip-Hop,training
142668,Hip-Hop,training
142669,Hip-Hop,training
142670,Hip-Hop,training
142671,Hip-Hop,training
142672,Hip-Hop,training
142947,Rock,validation
142948,Rock,validation
142949,Rock,validation
142950,Rock,validation
143039,Experimental,training
143046,Electronic,training
143055,Electronic,training
143056,Electronic,training
143057,Electronic,training
143058,Electronic,training
143059,Electronic,training
143060,Electronic,training
143061,Electronic,training
143095,Rock,training
143097,Rock,training
143098,Rock,training
143099,Rock,training
143106,Rock,training
143186,Experimental,validation
143214,Rock,training
143215,Rock,training
143216,Rock,training
143217,Rock,training
143218,Rock,training
143219,Rock,training
143220,Rock,training
143221,Rock,training
143237,Pop,training
143239,Instrumental,validation
143290,Hip-Hop,training
143295,Instrumental,validation
143296,Instrumental,validation
143299,Instrumental,validation
143300,Instrumental,validation
143303,Instrumental,validation
143304,Instrumental,validation
143305,Instrumental,validation
143306,Instrumental,validation
143307,Instrumental,validation
143308,Instrumental,validation
143309,Instrumental,validation
143318,Rock,training
143319,Rock,training
143532,Electronic,training
143941,Instrumental,validation
143989,Rock,training
143995,Rock,training
144170,Hip-Hop,training
144171,Hip-Hop,training
144172,Hip-Hop,training
144173,Hip-Hop,training
144179,Hip-Hop,training
144180,Hip-Hop,training
144181,Hip-Hop,training
144182,Hip-Hop,training
144212,Hip-Hop,test
144213,Hip-Hop,test
144214,Hip-Hop,test
144215,Hip-Hop,test
144216,Hip-Hop,test
144423,Electronic,training
144424,Electronic,training
144454,Instrumental,validation
144465,Folk,training
144466,Folk,training
144467,Folk,training
144468,Folk,training
144469,Folk,training
144470,Folk,training
144471,Folk,training
144472,Folk,training
144473,Folk,training
144474,Folk,training
144475,Folk,training
144476,Folk,training
144477,Folk,training
144487,Experimental,training
144492,Experimental,training
144542,Folk,training
144543,Folk,training
144544,Folk,training
144545,Folk,training
144546,Folk,training
144547,Folk,training
144548,Folk,training
144549,Folk,training
144550,Folk,training
144551,Folk,training
144552,Folk,training
144587,Pop,training
144592,Electronic,test
144600,Instrumental,validation
144733,Electronic,training
144740,Hip-Hop,training
144741,Hip-Hop,training
144801,Instrumental,validation
144809,Experimental,training
144810,Experimental,training
144933,Pop,training
144934,Pop,training
144935,Pop,training
144936,Pop,training
144937,Pop,training
144938,Pop,training
144939,Pop,training
144940,Pop,training
144941,Pop,training
144942,Pop,training
144943,Pop,training
144944,Pop,training
144945,Pop,training
144946,Pop,training
145002,Folk,training
145003,Folk,training
145004,Folk,training
145005,Folk,training
145020,Rock,training
145027,Rock,training
145041,Electronic,training
145042,Electronic,training
145043,Experimental,training
145058,Experimental,training
145059,Experimental,training
145067,Rock,test
145068,Rock,test
145074,Experimental,training
145183,Instrumental,training
145189,Instrumental,training
145199,Rock,training
145241,Rock,training
145257,Rock,training
145258,Rock,training
145259,Rock,training
145260,Rock,training
145431,Instrumental,training
145432,Instrumental,training
145457,Instrumental,test
145458,Instrumental,test
145462,Electronic,training
145464,Electronic,training
145475,Instrumental,test
145476,Instrumental,test
145477,Instrumental,test
145549,Electronic,validation
145550,Folk,training
145551,Folk,training
145552,Folk,training
145553,Folk,training
145554,Folk,training
145555,Folk,training
145556,Folk,training
145606,Rock,training
145607,Rock,training
145608,Rock,training
145609,Rock,training
145610,Rock,training
145645,Electronic,training
145646,Electronic,training
145653,Pop,training
145702,Pop,training
145703,Pop,training
145704,Pop,training
145705,Pop,training
145706,Pop,training
145707,Pop,training
145708,Pop,training
145709,Pop,training
145710,Pop,training
145711,Pop,training
145724,Hip-Hop,training
145727,Hip-Hop,training
145728,Hip-Hop,training
145729,Hip-Hop,training
145730,Hip-Hop,training
145741,Hip-Hop,training
145742,Hip-Hop,training
145743,Hip-Hop,training
145744,Hip-Hop,training
145745,Hip-Hop,training
145746,Hip-Hop,training
145747,Hip-Hop,test
145748,Hip-Hop,test
145749,Hip-Hop,test
145750,Hip-Hop,test
145751,Hip-Hop,test
145752,Electronic,training
145754,Electronic,training
145755,Electronic,training
145756,Electronic,training
145757,Electronic,training
145758,Electronic,training
145759,Electronic,training
145760,Electronic,training
145761,Electronic,training
145762,Instrumental,test
145777,Instrumental,test
145780,Rock,training
145783,Rock,training
145887,Instrumental,test
145917,Electronic,training
145918,Electronic,training
146017,Instrumental,training
146018,Instrumental,training
146019,Instrumental,training
146020,Instrumental,training
146070,Experimental,training
146147,Hip-Hop,training
146148,Hip-Hop,training
146149,Hip-Hop,training
146150,Hip-Hop,training
146151,Hip-Hop,training
146152,Hip-Hop,training
146153,Hip-Hop,training
146343,Experimental,validation
146458,Electronic,training
146478,Rock,training
146481,Rock,training
146482,Rock,training
146483,Rock,training
146639,Folk,training
146681,Hip-Hop,training
146683,Hip-Hop,training
146685,Hip-Hop,training
146687,Hip-Hop,training
146689,Hip-Hop,training
146713,Hip-Hop,training
146716,Hip-Hop,training
146724,Hip-Hop,training
146725,Hip-Hop,training
146726,Hip-Hop,training
146727,Hip-Hop,training
146879,Electronic,validation
146961,Folk,training
146968,Folk,training
146969,Folk,training
146970,Folk,training
146988,Experimental,validation
146989,Experimental,validation
147020,Hip-Hop,test
147021,Hip-Hop,test
147022,Hip-Hop,test
147023,Hip-Hop,test
147024,Hip-Hop,test
147059,Experimental,training
147085,Experimental,training
147086,Experimental,training
147087,Experimental,training
147126,Instrumental,training
147191,Electronic,training
147261,Hip-Hop,test
147265,Hip-Hop,training
147267,Hip-Hop,training
147268,Hip-Hop,training
147269,Hip-Hop,training
147295,Folk,training
147309,Instrumental,training
147409,Rock,training
